DATE  OF OCCURRENCE,WARD,LONGITUDE,LATITUDE
11/12/2010,24,-87.71129310921046,41.86300526497558
11/12/2010,27,-87.64789240327796,41.91081403470568
11/12/2010,37,-87.73128115879445,41.89951149663506
11/11/2010,13,-87.72289651048064,41.778129413954886
11/12/2010,3,-87.61525171247615,41.823748123291075
11/12/2010,21,-87.66594201475951,41.74761438487814
11/12/2010,25,-87.68953594493581,41.851872657890056
11/11/2010,50,-87.68524112771547,41.994968116202486
11/12/2010,17,-87.66086124970631,41.763929833411794
11/12/2010,17,-87.65920859488772,41.76843726387982
11/12/2010,42,-87.61585598171033,41.894778625665886
11/12/2010,46,-87.65463758638505,41.96488773752662
11/12/2010,27,-87.63953940800138,41.90729790664654
11/12/2010,9,-87.60248289220776,41.65678901847897
11/12/2010,15,-87.67268136697489,41.78438852770459
11/12/2010,33,-87.71074330222413,41.96649823161317
11/12/2010,21,-87.65746100903324,41.74808622772556
11/13/2010,27,-87.72131711972301,41.895520839563694
11/13/2010,32,-87.66707041535207,41.93230991939061
11/13/2010,25,-87.647231935158,41.87332928228016
11/13/2010,28,-87.69091475668667,41.866671921488795
11/13/2010,10,-87.55050522468699,41.74585401113241
11/13/2010,27,-87.64695600637425,41.87784191842183
11/13/2010,18,-87.69557383005811,41.73868528835145
11/13/2010,24,-87.73479623943082,41.865298120359434
11/12/2010,50,-87.69053544724795,41.99782440196516
11/13/2010,9,-87.61010092097868,41.71210534725538
11/12/2010,41,-87.90456312793067,41.95357405276897
11/13/2010,21,-87.63534997005371,41.741576264105596
11/13/2010,20,-87.61455490853673,41.7800768003283
11/13/2010,44,-87.64968300712732,41.9488815619125
11/11/2010,34,-87.64231803873489,41.685609506101855
11/13/2010,17,-87.66359516835102,41.7505837908327
11/13/2010,7,-87.56499890326951,41.75807067069876
11/13/2010,25,-87.65325364338723,41.85842265218861
11/12/2010,18,-87.66896129456532,41.748353635872
11/13/2010,5,-87.57686622738193,41.76808376624143
11/13/2010,9,-87.60218799103922,41.656979247166
11/13/2010,6,-87.61838230755242,41.767559267216036
11/13/2010,8,-87.58381582983337,41.733792624941024
11/13/2010,42,-87.62653524015732,41.895591285113134
11/13/2010,13,-87.74138515773002,41.754641620170695
11/13/2010,3,-87.61757694504718,41.79944013165698
11/13/2010,8,-87.57953857375105,41.75304612397651
11/13/2010,45,-87.75434122737654,41.97796665586117
11/13/2010,16,-87.65713088898413,41.7931428885574
11/13/2010,16,-87.640672904049,41.777808544086355
11/13/2010,15,-87.67070295581397,41.77925079590593
11/13/2010,8,-87.59803464258482,41.75018567259209
11/13/2010,42,-87.6326209961141,41.9110786086019
11/13/2010,16,-87.68621325447472,41.789290011618874
11/13/2010,16,-87.6469710027375,41.77579361298661
11/13/2010,2,-87.62554343556562,41.861326041301965
11/13/2010,22,-87.72800883587816,41.846146028418254
11/13/2010,48,-87.65514237499286,41.976575531389805
11/13/2010,16,-87.66105604921054,41.79266372175791
11/14/2010,26,-87.7082409413742,41.90196248386125
11/14/2010,7,-87.56445357054685,41.75186491039136
11/14/2010,30,-87.77603018052848,41.93728947685603
11/14/2010,16,-87.68073246955431,41.802181850523276
11/13/2010,28,-87.72096284681096,41.879928895817166
11/14/2010,21,-87.62463786858352,41.721732430311285
11/14/2010,37,-87.76472860380576,41.9074673933425
11/14/2010,27,-87.64665268289136,41.90376767476778
11/14/2010,15,-87.6845551961115,41.7733472939546
11/14/2010,15,-87.69781891564165,41.78075967730144
11/14/2010,2,-87.62554343556562,41.861326041301965
11/14/2010,17,-87.65884717951245,41.754645030945085
11/13/2010,9,-87.61469888482162,41.702103691114104
11/14/2010,36,-87.83488962058343,41.943180256042716
11/14/2010,18,-87.68313807682,41.755397042354765
11/14/2010,49,-87.66156592027504,42.00713145949255
11/14/2010,26,-87.71515234934552,41.91243348110819
11/14/2010,16,-87.64098017630612,41.77991801214452
11/14/2010,9,-87.62192276784872,41.697886698080765
11/14/2010,49,-87.67292328819993,42.02180190089799
11/13/2010,9,-87.60903740661159,41.65902324230873
11/14/2010,2,-87.65715109598526,41.86687875404464
11/14/2010,50,-87.68845574678818,41.99575184974157
11/14/2010,17,-87.63229734175674,41.75070445282951
11/14/2010,13,-87.73368528802322,41.78139157163476
11/14/2010,2,-87.62564620226824,41.852671298841194
11/14/2010,7,-87.5571280846029,41.76035041573226
11/14/2010,44,-87.65795129668182,41.94705620104938
11/14/2010,24,-87.71817388645184,41.87093205828036
11/14/2010,49,-87.66276654621176,42.005620945150696
11/14/2010,37,-87.74798000265022,41.8994633641784
11/14/2010,49,-87.6593244981337,42.00545259980773
11/14/2010,7,-87.56591959529096,41.74016203206498
11/14/2010,8,-87.58111862328487,41.73981796359817
11/14/2010,6,-87.64466052906143,41.7690150995565
11/14/2010,7,-87.55292433567071,41.75669672452614
11/14/2010,5,-87.59120039739183,41.760652397755024
11/14/2010,27,-87.64505355389763,41.90250947484142
11/14/2010,20,-87.60353670157697,41.775616471904
11/14/2010,42,-87.63103038828417,41.89363203783015
11/14/2010,45,-87.75202936645856,41.95111385365662
11/14/2010,50,-87.68873042647965,41.995144181882445
11/12/2010,15,-87.66451952321685,41.78685232647051
11/14/2010,38,-87.7621455625756,41.95077220432836
11/14/2010,33,-87.69787709310646,41.93950152235383
11/14/2010,17,-87.66364505600394,41.76482152538288
11/14/2010,16,-87.67466907448782,41.79402141765127
11/15/2010,49,-87.68313697350337,42.01844919648811
11/14/2010,14,-87.68442776046302,41.801258750587266
11/15/2010,17,-87.6624832362576,41.76586306964551
11/15/2010,28,-87.73814319281074,41.880469278794905
11/15/2010,34,-87.62514260608717,41.7061203552538
11/15/2010,29,-87.76706661753303,41.903549196555716
11/15/2010,20,-87.6187579036203,41.7707093098273
11/15/2010,45,-87.78290962232542,41.974561670298286
11/15/2010,6,-87.63860864521781,41.77306766293089
11/15/2010,6,-87.62478048590617,41.76608130929291
11/13/2010,17,-87.65656054371053,41.77101231173232
11/15/2010,2,-87.68653502584776,41.87940261214396
11/15/2010,37,-87.74608150323225,41.900606252005176
11/14/2010,31,-87.7566208268564,41.93276719301319
11/13/2010,14,-87.70621084271399,41.79548500694291
11/15/2010,24,-87.71142991541065,41.87351100844382
11/15/2010,1,-87.67243919812357,41.89995356212581
11/14/2010,37,-87.7654653306331,41.909729546395766
11/12/2010,8,-87.59776081299523,41.750738268822786
11/14/2010,22,-87.72486592857507,41.85092639422057
11/15/2010,9,-87.62732408180413,41.70957516073804
11/15/2010,26,-87.71223321801055,41.92476676246846
11/13/2010,40,-87.6936040947703,41.977570169141295
11/15/2010,28,-87.7632612771543,41.88657643077819
11/12/2010,18,-87.70248935762007,41.7478894673301
11/15/2010,48,-87.6584264482492,41.99016218996964
11/15/2010,39,-87.71109150454272,41.96925804674208
11/15/2010,28,-87.75379601442748,41.87656193956385
11/15/2010,20,-87.66999472170832,41.80918687008945
11/15/2010,37,-87.75622059774481,41.89847049525053
11/15/2010,29,-87.77205371969607,41.88357636876337
11/15/2010,22,-87.71104754776299,41.84668107692045
11/15/2010,6,-87.60661143491791,41.73673276815187
11/15/2010,20,-87.60595117671016,41.774775565612885
11/15/2010,25,-87.6803621916559,41.85199375707148
11/15/2010,47,-87.6749420070411,41.94843095111296
11/15/2010,18,-87.69292266914456,41.76617673470907
11/15/2010,14,-87.72356406797418,41.80208787768919
11/15/2010,34,-87.64636405590429,41.70791772712811
11/15/2010,4,-87.59923814868809,41.81530706145987
11/15/2010,4,-87.60657271315367,41.80284529629289
11/15/2010,44,-87.64437426382736,41.93493391533945
11/15/2010,28,-87.69557832222942,41.860292822617865
11/13/2010,42,-87.62610073563508,41.88437016487417
11/15/2010,22,-87.7221105708686,41.85080748194906
11/15/2010,29,-87.76758667662119,41.88791231566225
11/15/2010,20,-87.63303035682486,41.79013071980469
11/15/2010,3,-87.62732102502736,41.80916578068699
11/15/2010,17,-87.63167302768989,41.74846952217528
11/15/2010,28,-87.73661882287641,41.885252825376135
11/14/2010,20,-87.64272537445108,41.78880080281426
11/15/2010,42,-87.62466636075683,41.88589535254559
11/15/2010,15,-87.66659135134361,41.77197658073074
11/15/2010,43,-87.64905519354457,41.929555795447286
11/15/2010,21,-87.6634473453435,41.74471011058414
11/15/2010,35,-87.70147557580891,41.93315478997992
11/15/2010,36,-87.79779726530005,41.9309605989701
11/15/2010,8,-87.60363495425666,41.74462299680852
11/15/2010,18,-87.72180700862035,41.75078761418026
11/15/2010,16,-87.66370129023859,41.800997097735284
11/15/2010,8,-87.60346667019276,41.73586209952513
11/16/2010,25,-87.68053296983948,41.84963740855319
11/16/2010,2,-87.69703726501307,41.877534819871116
11/16/2010,29,-87.76930989840186,41.898258362819824
11/16/2010,16,-87.64825703861935,41.77862242194578
11/16/2010,8,-87.57343393287965,41.75327485180575
11/16/2010,24,-87.70560188195951,41.858978661451395
11/15/2010,20,-87.6057483263819,41.77877545604157
11/15/2010,50,-87.699079208319,41.99767708887714
11/15/2010,22,-87.73036550916913,41.84922651220629
11/16/2010,41,-87.83673852294429,41.97869293352193
11/16/2010,21,-87.6238714864908,41.72147247960168
11/16/2010,20,-87.67213878922819,41.80864214262918
11/16/2010,2,-87.64164815036622,41.87426999507379
11/16/2010,9,-87.60591111080164,41.71079730336183
11/16/2010,34,-87.64099308181976,41.691383843925166
11/14/2010,32,-87.66577886316976,41.93528264026905
11/16/2010,1,-87.69367178210439,41.93587775456581
11/16/2010,28,-87.75428705056869,41.88155346442791
11/16/2010,29,-87.77076128597177,41.91786757370061
11/16/2010,5,-87.59418295755214,41.769678400115104
11/16/2010,11,-87.67145670467794,41.82964563508227
11/16/2010,42,-87.6300649061284,41.90162282888704
11/16/2010,16,-87.67172805037805,41.80114789013205
11/15/2010,5,-87.5827410377105,41.77133860827771
11/16/2010,15,-87.70292004585326,41.77577669864097
11/16/2010,16,-87.69027720789829,41.793223443555604
11/16/2010,17,-87.66515636538863,41.76400703481977
11/16/2010,9,-87.61949016423883,41.679783717581124
11/16/2010,30,-87.76515457332773,41.93026858530914
11/16/2010,4,-87.60659648749848,41.80398706617293
11/16/2010,8,-87.60262247198744,41.75667777033139
11/16/2010,35,-87.71419169708554,41.94643748219038
11/16/2010,50,-87.70090683741937,41.99478107280801
11/16/2010,2,-87.6291248115398,41.87718785646141
11/16/2010,4,-87.59156358643048,41.7956197222229
11/16/2010,18,-87.70242152669931,41.74546038000028
11/16/2010,24,-87.71436814194001,41.86619149383033
11/16/2010,27,-87.7189954058599,41.89824445009493
11/16/2010,44,-87.64424225018598,41.93968610664529
11/16/2010,15,-87.68326673985445,41.773877892817694
11/16/2010,27,-87.71148177635476,41.8920212330964
11/16/2010,28,-87.71090114864057,41.8822183900566
11/16/2010,11,-87.66922826110704,41.82657016700312
11/17/2010,23,-87.7491876615247,41.81000108146697
11/17/2010,19,-87.6690499028944,41.69067125741352
11/17/2010,9,-87.60998574453953,41.708004605472
11/17/2010,32,-87.65164562846239,41.90991431635391
11/17/2010,21,-87.62651422097869,41.72633248435106
11/17/2010,37,-87.75804334654191,41.90001092797676
11/17/2010,31,-87.76399241883112,41.93284514565396
11/17/2010,10,-87.54583550935155,41.731260824358614
11/17/2010,49,-87.6750543248972,42.01928675316914
11/16/2010,8,-87.59439615874125,41.750458714295014
11/17/2010,29,-87.77137482716547,41.88226404148819
11/17/2010,34,-87.64546927855802,41.682255620782506
11/17/2010,17,-87.645448037868,41.75225763065668
11/14/2010,32,-87.66577886316976,41.93528264026905
11/17/2010,9,-87.6164641111507,41.67900470087915
11/17/2010,20,-87.6735358624077,41.80511005402195
11/17/2010,34,-87.63118906892231,41.677819488096304
11/12/2010,3,-87.63370951481866,41.816693994050965
11/17/2010,35,-87.72087789903169,41.92725830417535
11/17/2010,7,-87.56356475967334,41.76490808511236
11/17/2010,3,-87.62929553595112,41.816433761665
11/17/2010,45,-87.75534871359882,41.96782091348134
11/17/2010,29,-87.7692196789371,41.8955713056421
11/17/2010,11,-87.64308407083695,41.81312552269446
11/17/2010,5,-87.59077611454416,41.76248284618914
11/17/2010,17,-87.64568365235132,41.76177079218263
11/17/2010,42,-87.62939823859644,41.896769682735375
11/17/2010,40,-87.67863666926588,41.99293286711871
11/17/2010,35,-87.71999623746261,41.92262408677928
11/17/2010,4,-87.6146024483105,41.82964149258787
11/17/2010,38,-87.74557451784932,41.9462566565609
11/17/2010,21,-87.63094746550624,41.72089298956707
11/17/2010,7,-87.5589248916996,41.7282624405626
11/17/2010,17,-87.6503869856125,41.755827246196745
11/16/2010,36,-87.83459679869763,41.95198244929074
11/17/2010,37,-87.76520712858695,41.893685438445
11/17/2010,20,-87.61595219924489,41.78398791213314
11/17/2010,6,-87.60600259446059,41.74101003622482
11/17/2010,4,-87.59513348889429,41.797711905299046
11/17/2010,28,-87.75998963308604,41.88076703389872
11/17/2010,30,-87.73152337430886,41.90970486416809
11/17/2010,29,-87.76716893597099,41.896540908206134
11/17/2010,3,-87.6258356012408,41.79415091993472
11/17/2010,22,-87.73645030936164,41.83942010057366
11/17/2010,34,-87.63107465174528,41.70079709007467
11/17/2010,13,-87.72897936255072,41.77729437586569
11/17/2010,34,-87.62820577326771,41.69860052625956
11/17/2010,31,-87.73302000188339,41.923669861088705
11/17/2010,28,-87.75259992928083,41.88375681000233
11/18/2010,36,-87.785815460775,41.9311071621693
11/18/2010,9,-87.6040900976492,41.705033661748
11/17/2010,49,-87.66963173488837,42.02052333730776
11/18/2010,3,-87.62208401993644,41.80211635592866
11/18/2010,10,-87.54425528567174,41.7346529230143
11/18/2010,15,-87.6835957542698,41.77215359122237
11/18/2010,30,-87.73454943233918,41.943230442547744
11/18/2010,8,-87.60249464115073,41.747269491557354
11/18/2010,7,-87.57013346794544,41.756546132745854
11/18/2010,7,-87.56959484489983,41.71509528814776
11/18/2010,7,-87.5564891992922,41.740384066928385
11/18/2010,9,-87.60442689355679,41.69272200453973
11/17/2010,34,-87.63603336576362,41.67769255442261
11/18/2010,49,-87.67434789510489,42.010004620087166
11/17/2010,16,-87.67455045061746,41.79736876598216
11/18/2010,7,-87.56990211689434,41.75905837126324
11/18/2010,1,-87.6965217831931,41.91760608172015
11/18/2010,39,-87.72785055295861,41.96710564123824
11/17/2010,13,-87.77318668829493,41.77771875593363
11/18/2010,34,-87.62449653859389,41.693588516101954
11/18/2010,28,-87.75442150956344,41.88048937335695
11/18/2010,27,-87.63867625869379,41.908977645619956
11/18/2010,25,-87.66107922911739,41.852527409316934
11/18/2010,42,-87.62802709154164,41.895534596128265
11/18/2010,9,-87.6135561080158,41.7047530458972
11/18/2010,20,-87.63738983179715,41.78204235348002
11/17/2010,24,-87.72880370772938,41.859953851478735
11/18/2010,11,-87.65493998603206,41.837444526966955
11/18/2010,30,-87.73152337430886,41.90970486416809
11/18/2010,4,-87.60308363963733,41.823934858419776
11/17/2010,3,-87.64160595517949,41.79230675394202
11/18/2010,20,-87.59804098764972,41.78333678788136
11/18/2010,5,-87.58369511148773,41.77251664981022
11/18/2010,40,-87.66744074147819,41.999833222782364
11/18/2010,41,-87.77788843382194,42.01279708911345
11/18/2010,14,-87.7049634886114,41.79478388596666
11/18/2010,34,-87.6388518017546,41.700517777587685
11/17/2010,12,-87.69922635639423,41.85146553211639
11/18/2010,20,-87.614605468113,41.780145723877965
11/16/2010,29,-87.76769711471997,41.89204569466103
11/19/2010,43,-87.65366059448829,41.92879555802231
11/19/2010,46,-87.65901315857847,41.966282879407046
11/19/2010,15,-87.67393408573834,41.78594350482137
11/18/2010,16,-87.65352611019263,41.78307751936694
11/19/2010,15,-87.68661763242054,41.77021395703472
11/18/2010,27,-87.72469123475558,41.89914470454576
11/18/2010,38,-87.76727454057632,41.95691995219807
11/12/2010,6,-87.60368665277785,41.75688486738445
11/19/2010,41,-87.88692123074603,41.98032602855466
11/19/2010,20,-87.66380312304071,41.80495494531689
11/18/2010,28,-87.71752245169738,41.875302904106285
11/19/2010,20,-87.59455860114444,41.782943967508864
11/19/2010,27,-87.6456954831991,41.89163791370812
11/19/2010,27,-87.63966328562628,41.903659803982066
11/19/2010,20,-87.6158142850282,41.78188767061819
11/19/2010,28,-87.74803496276094,41.880569515602595
11/19/2010,24,-87.71624825556631,41.85774930032883
11/19/2010,49,-87.67441417751492,42.01035625616766
11/19/2010,50,-87.71284074711284,41.99551029451679
11/19/2010,31,-87.72807046144555,41.9353178124759
11/19/2010,28,-87.76486352733012,41.88438623043113
11/19/2010,10,-87.53663982641473,41.71733043584518
11/19/2010,22,-87.70772223979208,41.847823835616246
11/19/2010,42,-87.62408984275429,41.89585063114827
11/19/2010,44,-87.64561001634003,41.933484143879674
11/19/2010,16,-87.64850128024348,41.77668640761186
11/19/2010,11,-87.67575567369003,41.83049360772011
11/19/2010,5,-87.5737274586386,41.76598837129576
11/14/2010,35,-87.71240617539378,41.93194110237354
11/18/2010,44,-87.64940894820064,41.939785605080566
11/18/2010,33,-87.70814976317179,41.962861783339626
11/19/2010,10,-87.54824738520577,41.650764285417225
11/19/2010,17,-87.66515050039396,41.75043916527001
11/19/2010,31,-87.73686952868269,41.92264162708634
11/19/2010,18,-87.6931068958243,41.76202563286014
11/19/2010,34,-87.64913149756957,41.70423488573003
11/19/2010,49,-87.66672806098815,42.00678285613964
11/19/2010,4,-87.6102131099601,41.83070616042486
11/19/2010,36,-87.7865217769893,41.92284765236123
11/19/2010,7,-87.548234405525,41.7517771800555
11/20/2010,25,-87.66334102514652,41.857730015588636
11/20/2010,9,-87.60771354717454,41.65666298734566
11/20/2010,49,-87.66533158359826,42.00802883040787
11/20/2010,10,-87.55156484362485,41.736741907374196
11/20/2010,17,-87.65244184062962,41.75282070797621
11/20/2010,17,-87.65245223581483,41.75322418233328
11/20/2010,40,-87.69875674301112,41.97532656806048
11/20/2010,9,-87.618308156262,41.68867624689687
11/20/2010,34,-87.6518327112131,41.68806487084334
11/20/2010,24,-87.70575803764827,41.864407653859544
11/20/2010,6,-87.60991548753897,41.750513568178526
11/20/2010,19,-87.67599920111293,41.68526096312019
11/20/2010,24,-87.72220798506406,41.85522626116085
11/20/2010,24,-87.704262185516,41.86120790075048
11/20/2010,8,-87.58317530863015,41.751996905006244
11/20/2010,35,-87.71119090911178,41.948078767424576
11/20/2010,1,-87.69596214786739,41.91033625298445
11/21/2010,34,-87.6343565684813,41.68346743199746
11/20/2010,31,-87.76521725214423,41.9327304666133
11/21/2010,42,-87.62970781739133,41.90403556570177
11/21/2010,32,-87.68253740182894,41.89592506641636
11/21/2010,42,-87.63808511752345,41.89404818276368
11/21/2010,15,-87.68718361453533,41.76897397424081
11/21/2010,48,-87.66681270581148,41.97610601868234
11/21/2010,5,-87.56967932453138,41.76795663528559
11/21/2010,12,-87.69101599996618,41.822061737696195
11/20/2010,15,-87.68351961941275,41.780059475994406
11/21/2010,20,-87.61571591116152,41.77788588236245
11/21/2010,10,-87.53634303895241,41.71051973331668
11/16/2010,45,-87.75327467269344,41.96418809646526
11/21/2010,6,-87.63501855139906,41.77316939048386
11/21/2010,6,-87.60657937168119,41.750624241043816
11/21/2010,22,-87.72101665821772,41.83888879998543
11/21/2010,24,-87.70656089521556,41.86001299563096
11/21/2010,11,-87.64286015518697,41.84079738437501
11/21/2010,11,-87.66589071576968,41.83775017910677
11/21/2010,21,-87.6271540153487,41.73615008153009
11/21/2010,27,-87.72822727549737,41.904333537519676
11/21/2010,5,-87.57003579224155,41.77035477032166
11/21/2010,49,-87.66463725725083,42.01811240155617
11/21/2010,50,-87.70851584539108,42.00478141003551
11/21/2010,40,-87.6824315459742,41.97609959090504
11/14/2010,27,-87.67170454776827,41.885006946354146
11/21/2010,45,-87.76463681014407,41.97364660031832
11/21/2010,28,-87.74877394075527,41.87684658706774
11/21/2010,9,-87.62938364155106,41.7077765420677
11/19/2010,2,-87.68609578867294,41.87744348917901
11/21/2010,38,-87.77751284655572,41.94473625131897
11/21/2010,2,-87.66033830980045,41.86438099650001
11/21/2010,24,-87.70671559438479,41.85507143048247
11/21/2010,15,-87.69935062395106,41.77935757278172
11/21/2010,38,-87.78541089255944,41.95947773279432
11/21/2010,37,-87.75314641633386,41.90087816915211
11/21/2010,4,-87.58743797576686,41.799410300485235
11/21/2010,10,-87.56344690796486,41.707894337102395
11/21/2010,24,-87.70588952538675,41.84983087111863
11/21/2010,9,-87.60300958035549,41.6545447461267
11/21/2010,3,-87.64175197471634,41.797826387975825
11/21/2010,15,-87.70516306116858,41.77246289594252
11/21/2010,5,-87.58079049906544,41.76509081589985
11/21/2010,16,-87.65475491809275,41.78372420382244
11/22/2010,22,-87.72976917528293,41.85136390522182
11/22/2010,15,-87.68661763242054,41.77021395703472
11/22/2010,6,-87.61108463658942,41.74886885301285
11/22/2010,36,-87.8049720763181,41.92636432320504
11/22/2010,5,-87.56694468383594,41.76796037992824
11/22/2010,16,-87.66085592903295,41.78479467643686
11/22/2010,9,-87.62096478132659,41.696434502426094
11/22/2010,15,-87.6681084093902,41.783744673459665
11/22/2010,24,-87.7031154921033,41.85984869557843
11/22/2010,24,-87.72991027831219,41.851581443385356
11/22/2010,4,-87.60297972465595,41.802405378221565
11/19/2010,49,-87.66672806098815,42.00678285613964
11/22/2010,2,-87.62858162795577,41.87649571901163
11/22/2010,24,-87.72758658846526,41.86016972345658
11/22/2010,26,-87.69644419219713,41.89916988962038
11/22/2010,18,-87.70859430895855,41.75962455181123
11/22/2010,28,-87.71819018692666,41.874592977494395
11/21/2010,45,-87.75249497943076,41.95813591173538
11/19/2010,26,-87.71690257742033,41.90846649538523
11/22/2010,12,-87.69602770673782,41.852004912593166
11/22/2010,33,-87.71419964822199,41.96043026885494
11/22/2010,4,-87.59648383108089,41.79956747469944
11/22/2010,11,-87.66615801600514,41.83639332061336
11/22/2010,20,-87.61334446296925,41.779797536011365
11/22/2010,15,-87.68350010676873,41.77945013240348
11/22/2010,34,-87.64406411064611,41.68494488488658
11/22/2010,13,-87.72308912564662,41.786042239908085
11/22/2010,27,-87.65106070383204,41.884452562993694
11/22/2010,6,-87.63636388445683,41.772499719361825
11/21/2010,45,-87.7642769899076,41.98432251464258
11/22/2010,4,-87.60165960732895,41.81463369885297
11/22/2010,26,-87.72188214613645,41.91945358348138
11/22/2010,34,-87.63955817759584,41.67499424551237
11/22/2010,29,-87.77416126939117,41.906775513533496
11/21/2010,35,-87.70876417132502,41.91574138636829
11/22/2010,20,-87.66759355894467,41.81011426668901
11/22/2010,21,-87.64513024791493,41.74117970476956
11/22/2010,42,-87.631615071681,41.885850207553126
11/22/2010,20,-87.62074190210072,41.784879428159634
11/22/2010,4,-87.60657271315367,41.80284529629289
11/22/2010,16,-87.65464096146108,41.79070500041658
11/22/2010,9,-87.611413699009,41.7050881361303
11/22/2010,49,-87.66893111300786,42.01040423152162
11/22/2010,34,-87.62955181805714,41.67219729902995
11/22/2010,30,-87.72431505463247,41.92828920591572
11/21/2010,4,-87.61598989881608,41.80099721586879
11/22/2010,34,-87.62855727327319,41.70698660012504
11/22/2010,37,-87.75189670040842,41.902180850707055
11/22/2010,2,-87.68311898952625,41.877692865616474
11/22/2010,34,-87.6452050180824,41.67132333268693
11/22/2010,43,-87.62581037246304,41.9073540905481
11/13/2010,37,-87.75208552091601,41.895131850482905
11/22/2010,33,-87.70284882878686,41.93925176500204
11/23/2010,20,-87.60074875576424,41.77512122126758
11/23/2010,9,-87.62882589248686,41.70720504889347
11/23/2010,3,-87.638097829819,41.81254659692549
