CREATION DATE,STATUS,COMPLETION DATE,LATITUDE,LONGITUDE
01/03/2011,Completed,01/13/2011,41.910495834924646,-87.74968744093576
01/03/2011,Completed,01/13/2011,41.903436844805945,-87.73504896526147
01/03/2011,Completed,01/13/2011,41.91048855773872,-87.75025364569747
01/03/2011,Completed,01/13/2011,41.91196793437804,-87.75819714027081
01/03/2011,Completed,01/13/2011,41.91782066590444,-87.75719081909607
01/03/2011,Completed,01/13/2011,42.00639262518508,-87.68296055739658
01/03/2011,Completed,01/14/2011,41.90823898873061,-87.75716053031515
01/03/2011,Completed,01/14/2011,41.90783635725186,-87.7571501908056
01/03/2011,Completed,01/14/2011,41.90319342593588,-87.75232974318759
01/03/2011,Completed,01/18/2011,41.80580139854493,-87.67340414693993
01/03/2011,Completed,01/20/2011,41.753706730807515,-87.67201886997853
01/04/2011,Completed,01/04/2011,41.93399378604419,-87.64905704057881
01/04/2011,Completed,01/04/2011,41.93469129460215,-87.64908186575376
01/04/2011,Completed,01/04/2011,41.675894375778036,-87.62381398327736
01/04/2011,Completed,01/04/2011,41.6758650043038,-87.62381284168823
01/04/2011,Completed,01/04/2011,41.77179253781149,-87.68465928788746
01/04/2011,Completed,01/04/2011,41.770909879943886,-87.68463552792733
01/04/2011,Completed,01/04/2011,41.780221101970405,-87.69707944775273
01/04/2011,Completed,01/05/2011,41.7589057807867,-87.57367306349859
01/04/2011,Completed,01/05/2011,41.77391742733615,-87.63165777494454
01/04/2011,Completed,01/05/2011,41.74487307184066,-87.60626987103107
01/04/2011,Completed,01/05/2011,41.7450593729374,-87.6050637884991
01/04/2011,Completed,01/05/2011,41.72741933087197,-87.61147085916818
01/04/2011,Completed,01/05/2011,41.78032414826415,-87.78991218878036
01/04/2011,Completed,01/05/2011,41.715127281173814,-87.56221718957852
01/04/2011,Completed,01/05/2011,41.79879171978272,-87.66714393342095
01/04/2011,Completed,01/05/2011,41.79903133452845,-87.66715062032463
01/04/2011,Completed,01/05/2011,41.8854211268694,-87.70438454886475
01/04/2011,Completed,01/05/2011,41.90761105674707,-87.637874639581
01/04/2011,Completed,01/05/2011,41.94524465282021,-87.80797876937795
01/04/2011,Completed,01/05/2011,41.76039504437397,-87.66976871431113
01/04/2011,Completed,01/05/2011,41.85762897184868,-87.67893478898753
01/04/2011,Completed,01/05/2011,41.778636968271336,-87.72438386482752
01/04/2011,Completed,01/05/2011,41.96942447688306,-87.64970802205876
01/04/2011,Completed,01/05/2011,41.93542950206078,-87.72727866824624
01/04/2011,Completed,01/05/2011,41.86615203597217,-87.72657227907406
01/04/2011,Completed,01/06/2011,41.895741752209226,-87.68696712732053
01/04/2011,Completed,01/06/2011,41.92297989746412,-87.69435565661918
01/04/2011,Completed,01/06/2011,41.91054546333528,-87.6735627602408
01/04/2011,Completed,01/06/2011,41.95383934258548,-87.71412472113347
01/04/2011,Completed,01/06/2011,41.95019867528776,-87.71402643509472
01/04/2011,Completed,01/06/2011,41.949397302753404,-87.71288607072613
01/04/2011,Completed,01/06/2011,41.76627982062311,-87.57213025947853
01/04/2011,Completed,01/07/2011,41.945767033403776,-87.77694612070648
01/04/2011,Completed,01/07/2011,41.98029172160844,-87.80235073736874
01/04/2011,Completed,01/07/2011,41.84059046273948,-87.66581670128954
01/04/2011,Completed,01/07/2011,41.95308450647042,-87.77437405108714
01/04/2011,Completed,01/10/2011,41.87014178227911,-87.69709023661116
01/04/2011,Completed,01/11/2011,41.73749971313892,-87.66189286601495
01/04/2011,Completed,01/13/2011,42.006768689895765,-87.69385767125719
01/04/2011,Completed,01/18/2011,41.89047164460531,-87.74644115247429
01/04/2011,Completed,01/19/2011,41.75139855701998,-87.6828804439522
01/04/2011,Completed,01/19/2011,41.70250316716464,-87.63181334573363
01/04/2011,Completed,01/24/2011,41.755019679785235,-87.71725401127351
01/05/2000,Completed,03/28/2011,41.78152701879776,-87.60840963434205
01/05/2011,Completed,01/05/2011,41.882372753204436,-87.66729092041265
01/05/2011,Completed,01/05/2011,41.85978187964734,-87.73721523432539
01/05/2011,Completed,01/05/2011,41.85978187964734,-87.73721523432539
01/05/2011,Completed,01/05/2011,41.86703840154902,-87.72824347654276
01/05/2011,Completed,01/05/2011,41.85656177423324,-87.71391293561862
01/05/2011,Completed,01/05/2011,41.87526143529027,-87.72602950769277
01/05/2011,Completed,01/05/2011,41.875099418890116,-87.73904682084769
01/05/2011,Completed,01/05/2011,41.85696454010881,-87.73028360903581
01/05/2011,Completed,01/05/2011,41.86383204858967,-87.729993488174
01/05/2011,Completed,01/05/2011,41.87901918196584,-87.65948984566931
01/05/2011,Completed,01/05/2011,41.776945745470016,-87.66902999865238
01/05/2011,Completed,01/05/2011,41.77755592824229,-87.67145084112967
01/05/2011,Completed,01/06/2011,41.769226565973185,-87.62126401031311
01/05/2011,Completed,01/06/2011,41.76924801744366,-87.62019495884437
01/05/2011,Completed,01/06/2011,41.768666913421356,-87.62019603629443
01/05/2011,Completed,01/06/2011,41.768492621717336,-87.62019136834307
01/05/2011,Completed,01/06/2011,41.768376518715286,-87.62018825537284
01/05/2011,Completed,01/06/2011,41.76827029676934,-87.62018539954468
01/05/2011,Completed,01/06/2011,41.76834759638426,-87.62017098031087
01/05/2011,Completed,01/06/2011,41.768351918496776,-87.61993889326034
01/05/2011,Completed,01/06/2011,41.76869573336266,-87.62019681682081
01/05/2011,Completed,01/06/2011,41.768154468173464,-87.62018228355116
01/05/2011,Completed,01/06/2011,41.768077340578486,-87.6201802052137
01/05/2011,Completed,01/06/2011,41.76805181356193,-87.62017938822801
01/05/2011,Completed,01/06/2011,41.768167367749214,-87.62018250725312
01/05/2011,Completed,01/06/2011,41.768141568597684,-87.62018205984926
01/05/2011,Completed,01/06/2011,41.737653528738555,-87.61779125053756
01/05/2011,Completed,01/06/2011,41.776667598754045,-87.78875281355192
01/05/2011,Completed,01/06/2011,41.766435410341515,-87.67236148486745
01/05/2011,Completed,01/06/2011,41.79066347291848,-87.62236305145584
01/05/2011,Completed,01/06/2011,41.97211621270589,-87.77218876839795
01/05/2011,Completed,01/06/2011,41.941483253512935,-87.7186939330726
01/05/2011,Completed,01/06/2011,41.78647168222136,-87.78281126630897
01/05/2011,Completed,01/06/2011,41.79484524294639,-87.72565953605059
01/05/2011,Completed,01/06/2011,41.889243556452826,-87.62871433378372
01/05/2011,Completed,01/06/2011,41.92801252418103,-87.73507597029715
01/05/2011,Completed,01/06/2011,41.762029370627516,-87.61678695819612
01/05/2011,Completed,01/06/2011,41.7693177844502,-87.72374102574288
01/05/2011,Completed,01/06/2011,41.91146414824516,-87.69805063264079
01/05/2011,Completed,01/06/2011,41.72231383607376,-87.57049860936492
01/05/2011,Completed,01/06/2011,41.75748310705411,-87.6366341418435
01/05/2011,Completed,01/06/2011,41.85865258157735,-87.66992098024681
01/05/2011,Completed,01/06/2011,41.75546127467641,-87.63563618971219
01/05/2011,Completed,01/06/2011,41.909317831851716,-87.77035862375692
01/05/2011,Completed,01/06/2011,41.89582703839332,-87.68194919836122
01/05/2011,Completed,01/06/2011,41.89073437089931,-87.68229770058605
01/05/2011,Completed,01/07/2011,41.92599676467226,-87.70725503780768
01/05/2011,Completed,01/07/2011,41.786358616892656,-87.66195484617454
01/05/2011,Completed,01/07/2011,41.88549399755045,-87.72580568247031
01/05/2011,Completed,01/07/2011,41.8926519248124,-87.71013254797069
01/05/2011,Completed,01/07/2011,41.94855285129991,-87.77222315225957
01/05/2011,Completed,01/07/2011,41.918163830860244,-87.73392735990532
01/05/2011,Completed,01/07/2011,41.926318926720946,-87.64397017200044
01/05/2011,Completed,01/07/2011,41.91893239645201,-87.73273183739096
01/05/2011,Completed,01/10/2011,41.860740067617265,-87.65895623865005
01/05/2011,Completed,01/10/2011,41.851400141920415,-87.73450128067506
01/05/2011,Completed,01/10/2011,41.71475531882894,-87.60485716508582
01/05/2011,Completed,01/10/2011,41.711877328148155,-87.61631763072438
01/05/2011,Completed,01/11/2011,41.73167123115294,-87.66051074241186
01/05/2011,Completed,01/11/2011,41.71895498904931,-87.64314602867768
01/05/2011,Completed,01/12/2011,41.94018325657455,-87.82517182750767
01/05/2011,Completed,01/12/2011,41.94021838955734,-87.82517338633963
01/05/2011,Completed,01/13/2011,41.90521815637783,-87.76576503263804
01/05/2011,Completed,01/13/2011,42.00501261670761,-87.69124508490516
01/05/2011,Completed,01/18/2011,41.89233127505974,-87.74201396672288
01/05/2011,Completed,01/18/2011,41.8564955801681,-87.69436006943134
01/05/2011,Completed,01/20/2011,41.74134028909522,-87.65591982387576
01/06/2011,Completed,01/06/2011,41.89582703839332,-87.68194919836122
01/06/2011,Completed,01/06/2011,41.97087372686183,-87.65015986198671
01/06/2011,Completed,01/07/2011,41.75800802197873,-87.6005002987949
01/06/2011,Completed,01/07/2011,41.73681530805351,-87.59299959248199
01/06/2011,Completed,01/07/2011,41.76854379579248,-87.64571932180658
01/06/2011,Completed,01/07/2011,41.918468091158736,-87.70700623576808
01/06/2011,Completed,01/07/2011,41.90312859453731,-87.63188539520162
01/06/2011,Completed,01/07/2011,41.75146679713192,-87.66710845599758
01/06/2011,Completed,01/07/2011,42.00655107940492,-87.67395610767983
01/06/2011,Completed,01/07/2011,41.88218789024693,-87.76857088655055
01/06/2011,Completed,01/07/2011,41.93933099195787,-87.70769774553519
01/06/2011,Completed,01/07/2011,41.910818640027664,-87.67625278926283
01/06/2011,Completed,01/07/2011,41.74932607954725,-87.60028016829163
01/06/2011,Completed,01/07/2011,41.924515097707065,-87.72432683990144
01/06/2011,Completed,01/07/2011,41.8991915243685,-87.7070201415627
01/06/2011,Completed,01/07/2011,41.79302078677037,-87.67305552054702
01/06/2011,Completed,01/07/2011,41.90445880730409,-87.66175422408736
01/06/2011,Completed,01/07/2011,41.73500414097418,-87.5513765883845
01/06/2011,Completed,01/07/2011,41.76594843931488,-87.72013905093719
01/06/2011,Completed,01/07/2011,41.949104147817486,-87.650299703717
01/06/2011,Completed,01/10/2011,41.860437164906834,-87.7115924635123
01/06/2011,Completed,01/10/2011,41.84692260870329,-87.72966014889562
01/06/2011,Completed,01/10/2011,41.77150857552714,-87.65914453385646
01/06/2011,Completed,01/10/2011,41.76042064028581,-87.67341862431313
01/06/2011,Completed,01/10/2011,41.86613695332139,-87.72761878602601
01/06/2011,Completed,01/10/2011,41.89823454954344,-87.66857479229047
01/06/2011,Completed,01/10/2011,41.951223147862834,-87.77564709526385
01/06/2011,Completed,01/11/2011,41.80439618612335,-87.66608691085088
01/06/2011,Completed,01/11/2011,41.80210992863972,-87.67726090770735
01/06/2011,Completed,01/11/2011,41.802916570982,-87.65145209002408
01/06/2011,Completed,01/11/2011,41.775762227367174,-87.64711311206004
01/06/2011,Completed,01/11/2011,41.775725724020305,-87.64711240134481
01/06/2011,Completed,01/11/2011,41.797048595096875,-87.67074413045474
01/06/2011,Completed,01/11/2011,41.80719359320091,-87.73335534979662
01/06/2011,Completed,01/11/2011,41.728235163391425,-87.66041123299384
01/06/2011,Completed,01/11/2011,41.72968667437584,-87.65923474797175
01/06/2011,Completed,01/11/2011,41.93675014789628,-87.69447285145843
01/06/2011,Completed,01/12/2011,41.804241661558045,-87.66971779675967
01/06/2011,Completed,01/12/2011,41.812559475832735,-87.63505845429175
01/06/2011,Completed,01/12/2011,41.81426124716874,-87.63465587402956
01/06/2011,Completed,01/13/2011,41.89553446004836,-87.73102500436217
01/06/2011,Completed,01/14/2011,41.9004514929837,-87.75237515208069
01/06/2011,Completed,01/14/2011,41.903096482526934,-87.76119898144576
01/06/2011,Completed,01/18/2011,41.877234643782415,-87.7139951738573
01/06/2011,Completed,01/18/2011,41.80616965884532,-87.66125699147747
01/06/2011,Completed,01/18/2011,41.831071894049444,-87.62040540512159
01/06/2011,Completed,01/18/2011,41.87900522117612,-87.70114918964889
01/06/2011,Completed,01/19/2011,41.75151035650998,-87.71000567034284
01/06/2011,Completed,01/21/2011,41.99770711226546,-87.69232371501457
01/07/2000,Completed,03/28/2011,41.806007743197824,-87.67462318811036
01/07/2011,Completed,01/07/2011,41.99372697435826,-87.65692621742913
01/07/2011,Completed,01/07/2011,41.776788922111066,-87.69211419609164
01/07/2011,Completed,01/07/2011,41.76949025947132,-87.68826876080978
01/07/2011,Completed,01/07/2011,41.95557520622187,-87.75353975098626
01/07/2011,Completed,01/10/2011,41.66894611487283,-87.62020505052061
01/07/2011,Completed,01/10/2011,41.92894224263413,-87.65750339978315
01/07/2011,Completed,01/10/2011,41.69961136878222,-87.60830279824842
01/07/2011,Completed,01/10/2011,41.699649186983585,-87.60829431748763
01/07/2011,Completed,01/10/2011,41.70654027793952,-87.6125276770713
01/07/2011,Completed,01/10/2011,41.81265379903298,-87.6383457027241
01/07/2011,Completed,01/10/2011,41.76818186316237,-87.6614811265315
01/07/2011,Completed,01/10/2011,41.76814508324039,-87.66148004401144
01/07/2011,Completed,01/10/2011,41.84403206723803,-87.63303343570347
01/07/2011,Completed,01/10/2011,41.84394423661219,-87.63303109046703
01/07/2011,Completed,01/10/2011,41.92551420781495,-87.64504652796057
01/07/2011,Completed,01/10/2011,42.01497946651876,-87.68402185167216
01/07/2011,Completed,01/10/2011,41.74454233304626,-87.60504897526441
01/07/2011,Completed,01/10/2011,41.94637316972069,-87.72740107714104
01/07/2011,Completed,01/10/2011,41.93503039925893,-87.7171785003673
01/07/2011,Completed,01/11/2011,41.76626333063107,-87.57385670767806
01/07/2011,Completed,01/11/2011,41.91244205776122,-87.69094048649504
01/07/2011,Completed,01/11/2011,41.835061686371716,-87.67908699769583
01/07/2011,Completed,01/13/2011,41.97581771120161,-87.69892275234875
01/07/2011,Completed,01/18/2011,41.882454359441944,-87.72817126583429
01/07/2011,Completed,01/18/2011,41.89319215241711,-87.74399399638278
01/07/2011,Completed,01/19/2011,41.735479787719065,-87.66427083918536
01/07/2011,Completed,01/19/2011,41.67779682886661,-87.643157490165
01/07/2011,Completed,01/20/2011,41.73056170110053,-87.63616916333675
01/07/2011,Completed,01/20/2011,41.74671065917428,-87.65606311110763
01/07/2011,Completed,01/21/2011,41.999653392717676,-87.68506277926802
01/07/2011,Completed,01/24/2011,41.74198535013113,-87.73909888450635
01/08/2011,Completed,01/10/2011,41.85344702189997,-87.72844943008575
01/08/2011,Completed,01/10/2011,41.83321627846114,-87.66858787690968
01/08/2011,Completed,01/10/2011,41.85668493012913,-87.68211681253024
01/08/2011,Completed,01/10/2011,41.760828769038696,-87.67585510498125
01/08/2011,Completed,01/10/2011,41.78057125087865,-87.69587128408651
01/08/2011,Completed,01/10/2011,41.82245856844236,-87.71382568242679
01/08/2011,Completed,01/10/2011,41.91279144462027,-87.67629860555721
01/08/2011,Completed,01/10/2011,41.8352713595146,-87.65107409243662
01/08/2011,Completed,01/10/2011,41.767501487758175,-87.67678994960582
01/08/2011,Completed,01/10/2011,41.86564387993134,-87.73372096707683
01/08/2011,Completed,01/10/2011,41.98336506211006,-87.72966341741642
01/08/2011,Completed,01/11/2011,41.981240139572954,-87.79139950675555
01/08/2011,Completed,01/11/2011,41.800571057364905,-87.73072359878958
01/08/2011,Completed,01/11/2011,41.756785095442716,-87.55781920028163
01/08/2011,Completed,01/12/2011,41.90187332409443,-87.66990328091015
01/08/2011,Completed,01/20/2011,41.736823997887726,-87.66430727309996
01/09/2011,Completed,01/10/2011,41.87202877482215,-87.69036875344746
01/09/2011,Completed,01/10/2011,41.770909879943886,-87.68463552792733
01/09/2011,Completed,01/10/2011,41.89551821991606,-87.76785071178129
01/09/2011,Completed,01/10/2011,41.921606266825144,-87.66538470332304
01/09/2011,Completed,01/10/2011,41.91748236712557,-87.69796526121283
01/09/2011,Completed,01/10/2011,41.94356935829802,-87.65318589444195
01/09/2011,Completed,01/12/2011,41.92631400234558,-87.6876951361674
01/09/2011,Completed,01/12/2011,41.695218895539966,-87.70095112925229
01/09/2011,Completed,01/18/2011,41.80580139854493,-87.67340414693993
01/09/2011,Completed,01/18/2011,41.88384239326379,-87.75519236298523
01/10/2000,Completed,03/28/2011,41.80853011232873,-87.67229466815296
01/10/2011,Completed,01/10/2011,41.89660189883161,-87.77032249182729
01/10/2011,Completed,01/10/2011,41.871615488679325,-87.70828163274845
01/10/2011,Completed,01/10/2011,41.92894224263413,-87.65750339978315
01/10/2011,Completed,01/10/2011,41.9232810515044,-87.69917084515933
01/10/2011,Completed,01/11/2011,41.75243232089204,-87.61132383201529
01/10/2011,Completed,01/11/2011,41.76626333063107,-87.57385670767806
01/10/2011,Completed,01/11/2011,41.86899037556212,-87.68513269065681
01/10/2011,Completed,01/11/2011,41.96838625085795,-87.71481737275097
01/10/2011,Completed,01/11/2011,41.76909747053262,-87.62851208168647
01/10/2011,Completed,01/11/2011,41.833965379625994,-87.64252504388375
01/10/2011,Completed,01/11/2011,41.9047753017357,-87.70685167116925
01/10/2011,Completed,01/11/2011,41.90398268053743,-87.70682578597702
01/10/2011,Completed,01/11/2011,41.90381525096366,-87.70682007591395
01/10/2011,Completed,01/11/2011,41.90375953391039,-87.70681841655434
01/10/2011,Completed,01/11/2011,41.91913444953412,-87.6424854613781
01/10/2011,Completed,01/11/2011,41.90375953391039,-87.70681841655434
01/10/2011,Completed,01/11/2011,41.90464923598504,-87.70830424491925
01/10/2011,Completed,01/11/2011,41.831541028087,-87.71689862883514
01/10/2011,Completed,01/11/2011,41.91258475596108,-87.66201305454261
01/10/2011,Completed,01/11/2011,41.91999391673881,-87.64857459458932
01/10/2011,Completed,01/11/2011,41.85490144681025,-87.68075815393334
01/10/2011,Completed,01/11/2011,41.749207291299264,-87.61971838962859
01/10/2011,Completed,01/12/2011,41.760828769038696,-87.67585510498125
01/10/2011,Completed,01/12/2011,41.76856838217246,-87.66270546989222
01/10/2011,Completed,01/12/2011,41.93702495062388,-87.79566152536675
01/10/2011,Completed,01/12/2011,41.87180374513284,-87.71180365751039
01/10/2011,Completed,01/12/2011,41.802079610367514,-87.68022752041603
01/10/2011,Completed,01/12/2011,41.76600275807679,-87.5836753470555
01/10/2011,Completed,01/12/2011,41.99915098597676,-87.67505253172226
01/10/2011,Completed,01/12/2011,41.93826280022515,-87.64433971957256
01/10/2011,Completed,01/12/2011,41.73994423270262,-87.57819886224188
01/10/2011,Completed,01/13/2011,41.90086840932193,-87.72380999510374
01/10/2011,Completed,01/17/2011,41.976577892011264,-87.76847506721741
01/10/2011,Completed,01/18/2011,41.88455173110586,-87.7539997853437
01/10/2011,Completed,01/18/2011,41.878294229970365,-87.71363613321981
01/10/2011,Completed,01/19/2011,41.694586597422465,-87.66160422715615
01/10/2011,Completed,01/19/2011,41.72490877708371,-87.6591166184283
01/10/2011,Completed,01/19/2011,41.729723180135316,-87.659235831722
01/10/2011,Completed,01/19/2011,41.72294729379988,-87.65542034337955
01/10/2011,Completed,01/21/2011,41.99965398027204,-87.68333544204047
01/10/2011,Completed,01/21/2011,41.999678280138674,-87.68384693801899
01/10/2011,Completed,01/24/2011,41.76397376460342,-87.68811831530451
01/11/2000,Completed,03/28/2011,41.784539531334524,-87.62900772517952
01/11/2000,Completed,03/28/2011,41.78695689550853,-87.62719513795392
01/11/2000,Completed,03/28/2011,41.785313885971554,-87.63547512761933
01/11/2000,Completed,03/28/2011,41.79421775484385,-87.62407675221202
01/11/2000,Completed,03/28/2011,41.78721653424919,-87.63280220001813
01/11/2011,Completed,01/11/2011,41.747433923484685,-87.56616424863985
01/11/2011,Completed,01/11/2011,41.729445587815164,-87.56458989712642
01/11/2011,Completed,01/11/2011,41.91074247589855,-87.66039813431657
01/11/2011,Completed,01/12/2011,41.737004296498796,-87.5793611918489
01/11/2011,Completed,01/12/2011,41.795838895589775,-87.6658486209589
01/11/2011,Completed,01/12/2011,41.80235463845166,-87.59778732408182
01/11/2011,Completed,01/12/2011,41.76797454654414,-87.64570560595475
01/11/2011,Completed,01/12/2011,41.87504471040228,-87.742977852709
01/11/2011,Completed,01/12/2011,41.90074590299476,-87.77410977841123
01/11/2011,Completed,01/12/2011,41.84382897316768,-87.65942451881838
01/11/2011,Completed,01/12/2011,41.96841885955217,-87.7118705517795
01/11/2011,Completed,01/12/2011,41.79477996082013,-87.6176058035589
01/11/2011,Completed,01/12/2011,41.8450426751527,-87.64401616918887
01/11/2011,Completed,01/12/2011,41.934658491009515,-87.69768942916673
01/11/2011,Completed,01/12/2011,41.923610717075924,-87.79372981148558
01/11/2011,Completed,01/12/2011,41.92605148315205,-87.74983559010626
01/11/2011,Completed,01/13/2011,41.75672231085101,-87.56632724495941
01/11/2011,Completed,01/18/2011,41.831071894049444,-87.62040540512159
01/11/2011,Completed,01/18/2011,41.831072540745325,-87.62033274614886
01/11/2011,Completed,01/18/2011,41.831073785110554,-87.62022375464247
01/11/2011,Completed,01/18/2011,41.779793732929235,-87.64194869847164
01/11/2011,Completed,01/20/2011,41.71133903369469,-87.65917688855461
01/11/2011,Completed,01/20/2011,41.71133696249811,-87.65933842502851
01/11/2011,Completed,01/20/2011,41.74671065917428,-87.65606311110763
01/12/2011,Completed,01/12/2011,41.804241661558045,-87.66971779675967
01/12/2011,Completed,01/12/2011,41.96371298171911,-87.83985925934715
